step_reverse,layer,depth,metric,image_index,value
3,features.5.11,20,cosine,15,0.8383068442344666
3,features.5.11,20,cosine,16,0.8310959339141846
3,features.5.11,20,cosine,17,0.7973562479019165
3,features.5.11,20,cosine,18,0.7852355241775513
3,features.5.11,20,cosine,19,0.8493351936340332
3,features.5.11,20,cosine,20,0.8176928758621216
3,features.5.11,20,cosine,21,0.7779266834259033
3,features.5.11,20,cosine,22,0.8341056108474731
3,features.5.11,20,cosine,23,0.8058316707611084
3,features.5.11,20,cosine,24,0.7683414220809937
3,features.5.11,20,cosine,25,0.8512380719184875
3,features.5.11,20,cosine,26,0.8782293796539307
3,features.5.11,20,cosine,27,0.8472756147384644
3,features.5.11,20,cosine,28,0.8084114789962769
3,features.5.11,20,cosine,29,0.8867921829223633
3,features.5.12,21,L2,0,53076.3046875
3,features.5.12,21,L2,1,43669.24609375
3,features.5.12,21,L2,2,73822.5078125
3,features.5.12,21,L2,3,57833.0
3,features.5.12,21,L2,4,38948.46875
3,features.5.12,21,L2,5,46237.87890625
3,features.5.12,21,L2,6,29360.87109375
3,features.5.12,21,L2,7,25742.037109375
3,features.5.12,21,L2,8,35507.57421875
3,features.5.12,21,L2,9,27818.306640625
3,features.5.12,21,L2,10,17101.86328125
3,features.5.12,21,L2,11,54866.46484375
3,features.5.12,21,L2,12,49751.1953125
3,features.5.12,21,L2,13,17538.947265625
3,features.5.12,21,L2,14,25949.9921875
3,features.5.12,21,L2,15,37808.34375
3,features.5.12,21,L2,16,44059.6796875
3,features.5.12,21,L2,17,41864.24609375
3,features.5.12,21,L2,18,38745.26171875
3,features.5.12,21,L2,19,32520.923828125
3,features.5.12,21,L2,20,36474.39453125
3,features.5.12,21,L2,21,49609.09375
3,features.5.12,21,L2,22,38849.0546875
3,features.5.12,21,L2,23,42215.921875
3,features.5.12,21,L2,24,26905.60546875
3,features.5.12,21,L2,25,20132.525390625
3,features.5.12,21,L2,26,19076.787109375
3,features.5.12,21,L2,27,17445.17578125
3,features.5.12,21,L2,28,38092.19921875
3,features.5.12,21,L2,29,16713.673828125
3,features.5.12,21,L2_normalized,0,0.42203423380851746
3,features.5.12,21,L2_normalized,1,0.4385937750339508
3,features.5.12,21,L2_normalized,2,0.6847736835479736
3,features.5.12,21,L2_normalized,3,0.5521666407585144
3,features.5.12,21,L2_normalized,4,0.40728759765625
3,features.5.12,21,L2_normalized,5,0.42025646567344666
3,features.5.12,21,L2_normalized,6,0.30970144271850586
3,features.5.12,21,L2_normalized,7,0.2731013298034668
3,features.5.12,21,L2_normalized,8,0.35506299138069153
3,features.5.12,21,L2_normalized,9,0.32574987411499023
3,features.5.12,21,L2_normalized,10,0.17314687371253967
3,features.5.12,21,L2_normalized,11,0.531930148601532
3,features.5.12,21,L2_normalized,12,0.5536253452301025
3,features.5.12,21,L2_normalized,13,0.1992662400007248
3,features.5.12,21,L2_normalized,14,0.3214540481567383
3,features.5.12,21,L2_normalized,15,0.33282142877578735
3,features.5.12,21,L2_normalized,16,0.3500901758670807
3,features.5.12,21,L2_normalized,17,0.4016411304473877
3,features.5.12,21,L2_normalized,18,0.43671026825904846
3,features.5.12,21,L2_normalized,19,0.3020947575569153
3,features.5.12,21,L2_normalized,20,0.36414843797683716
3,features.5.12,21,L2_normalized,21,0.46093663573265076
3,features.5.12,21,L2_normalized,22,0.3289443552494049
3,features.5.12,21,L2_normalized,23,0.39442747831344604
3,features.5.12,21,L2_normalized,24,0.4535442590713501
3,features.5.12,21,L2_normalized,25,0.2965945601463318
3,features.5.12,21,L2_normalized,26,0.2510599195957184
3,features.5.12,21,L2_normalized,27,0.30141234397888184
3,features.5.12,21,L2_normalized,28,0.38562747836112976
3,features.5.12,21,L2_normalized,29,0.22655056416988373
3,features.5.12,21,cosine,0,0.7890385389328003
3,features.5.12,21,cosine,1,0.7807062864303589
3,features.5.12,21,cosine,2,0.6577152013778687
3,features.5.12,21,cosine,3,0.7239366173744202
3,features.5.12,21,cosine,4,0.7964898347854614
3,features.5.12,21,cosine,5,0.7899468541145325
3,features.5.12,21,cosine,6,0.8455514907836914
3,features.5.12,21,cosine,7,0.8635858297348022
3,features.5.12,21,cosine,8,0.8235893845558167
3,features.5.12,21,cosine,9,0.837125301361084
3,features.5.12,21,cosine,10,0.913429856300354
3,features.5.12,21,cosine,11,0.7340414524078369
3,features.5.12,21,cosine,12,0.7232377529144287
3,features.5.12,21,cosine,13,0.9003764986991882
3,features.5.12,21,cosine,14,0.8392808437347412
3,features.5.12,21,cosine,15,0.8337247371673584
3,features.5.12,21,cosine,16,0.8250398635864258
3,features.5.12,21,cosine,17,0.8001501560211182
3,features.5.12,21,cosine,18,0.7816619873046875
3,features.5.12,21,cosine,19,0.8491712212562561
3,features.5.12,21,cosine,20,0.818012535572052
3,features.5.12,21,cosine,21,0.7701650261878967
3,features.5.12,21,cosine,22,0.8356205821037292
3,features.5.12,21,cosine,23,0.8028824329376221
3,features.5.12,21,cosine,24,0.773800253868103
3,features.5.12,21,cosine,25,0.8517095446586609
3,features.5.12,21,cosine,26,0.8745824098587036
3,features.5.12,21,cosine,27,0.849338710308075
3,features.5.12,21,cosine,28,0.807188093662262
3,features.5.12,21,cosine,29,0.8867827653884888
3,features.5.13,22,L2,0,53641.0703125
3,features.5.13,22,L2,1,43310.76171875
3,features.5.13,22,L2,2,74686.375
3,features.5.13,22,L2,3,58515.66796875
3,features.5.13,22,L2,4,39045.3828125
3,features.5.13,22,L2,5,45245.2109375
3,features.5.13,22,L2,6,29519.158203125
3,features.5.13,22,L2,7,26217.572265625
3,features.5.13,22,L2,8,36015.98046875
3,features.5.13,22,L2,9,28067.087890625
3,features.5.13,22,L2,10,17011.46875
3,features.5.13,22,L2,11,55004.5625
3,features.5.13,22,L2,12,48906.08984375
3,features.5.13,22,L2,13,17583.77734375
3,features.5.13,22,L2,14,25207.33203125
3,features.5.13,22,L2,15,38427.87890625
3,features.5.13,22,L2,16,43806.1640625
3,features.5.13,22,L2,17,41788.62890625
3,features.5.13,22,L2,18,38905.671875
3,features.5.13,22,L2,19,32823.2109375
3,features.5.13,22,L2,20,36454.78515625
3,features.5.13,22,L2,21,50574.87890625
3,features.5.13,22,L2,22,38349.8203125
3,features.5.13,22,L2,23,41905.86328125
3,features.5.13,22,L2,24,26018.0703125
3,features.5.13,22,L2,25,19898.271484375
3,features.5.13,22,L2,26,18854.33203125
3,features.5.13,22,L2,27,17057.896484375
3,features.5.13,22,L2,28,37732.8203125
3,features.5.13,22,L2,29,16619.47265625
3,features.5.13,22,L2_normalized,0,0.4185048043727875
3,features.5.13,22,L2_normalized,1,0.43730467557907104
3,features.5.13,22,L2_normalized,2,0.6883260011672974
3,features.5.13,22,L2_normalized,3,0.5594139695167542
3,features.5.13,22,L2_normalized,4,0.404882550239563
3,features.5.13,22,L2_normalized,5,0.41742318868637085
3,features.5.13,22,L2_normalized,6,0.30687379837036133
3,features.5.13,22,L2_normalized,7,0.2751525044441223
3,features.5.13,22,L2_normalized,8,0.3551916778087616
3,features.5.13,22,L2_normalized,9,0.32906901836395264
3,features.5.13,22,L2_normalized,10,0.17207129299640656
3,features.5.13,22,L2_normalized,11,0.5322781205177307
3,features.5.13,22,L2_normalized,12,0.5535302758216858
3,features.5.13,22,L2_normalized,13,0.20208391547203064
3,features.5.13,22,L2_normalized,14,0.31719931960105896
3,features.5.13,22,L2_normalized,15,0.33291345834732056
3,features.5.13,22,L2_normalized,16,0.35005927085876465
3,features.5.13,22,L2_normalized,17,0.4013490676879883
3,features.5.13,22,L2_normalized,18,0.4396350085735321
3,features.5.13,22,L2_normalized,19,0.30501964688301086
3,features.5.13,22,L2_normalized,20,0.36203181743621826
3,features.5.13,22,L2_normalized,21,0.46398577094078064
3,features.5.13,22,L2_normalized,22,0.32212427258491516
3,features.5.13,22,L2_normalized,23,0.39469292759895325
3,features.5.13,22,L2_normalized,24,0.4492650330066681
3,features.5.13,22,L2_normalized,25,0.2942153811454773
3,features.5.13,22,L2_normalized,26,0.252232164144516
3,features.5.13,22,L2_normalized,27,0.2972702980041504
3,features.5.13,22,L2_normalized,28,0.3850550055503845
3,features.5.13,22,L2_normalized,29,0.22555838525295258
3,features.5.13,22,cosine,0,0.7908319234848022
3,features.5.13,22,cosine,1,0.7813476920127869
3,features.5.13,22,cosine,2,0.6559047698974609
3,features.5.13,22,cosine,3,0.7203086614608765
3,features.5.13,22,cosine,4,0.7977426052093506
3,features.5.13,22,cosine,5,0.7913375496864319
3,features.5.13,22,cosine,6,0.8470142483711243
3,features.5.13,22,cosine,7,0.8625475168228149
3,features.5.13,22,cosine,8,0.8235450387001038
3,features.5.13,22,cosine,9,0.8354668617248535
3,features.5.13,22,cosine,10,0.9139735698699951
3,features.5.13,22,cosine,11,0.7338864803314209
3,features.5.13,22,cosine,12,0.7232710123062134
3,features.5.13,22,cosine,13,0.8989754319190979
3,features.5.13,22,cosine,14,0.8414028882980347
3,features.5.13,22,cosine,15,0.8336575031280518
3,features.5.13,22,cosine,16,0.8250406980514526
3,features.5.13,22,cosine,17,0.8003129959106445
3,features.5.13,22,cosine,18,0.7802062034606934
3,features.5.13,22,cosine,19,0.8477444648742676
3,features.5.13,22,cosine,20,0.8190892934799194
3,features.5.13,22,cosine,21,0.7687022686004639
3,features.5.13,22,cosine,22,0.839002788066864
3,features.5.13,22,cosine,23,0.8027358651161194
3,features.5.13,22,cosine,24,0.7759479284286499
3,features.5.13,22,cosine,25,0.8528951406478882
3,features.5.13,22,cosine,26,0.8740116953849792
3,features.5.13,22,cosine,27,0.8514347672462463
3,features.5.13,22,cosine,28,0.8074751496315002
3,features.5.13,22,cosine,29,0.8872581124305725
3,features.5.14,23,L2,0,55396.421875
3,features.5.14,23,L2,1,42482.77734375
3,features.5.14,23,L2,2,76184.84375
3,features.5.14,23,L2,3,60030.51171875
3,features.5.14,23,L2,4,38917.96484375
3,features.5.14,23,L2,5,45140.59765625
3,features.5.14,23,L2,6,29148.5859375
3,features.5.14,23,L2,7,25871.1640625
3,features.5.14,23,L2,8,35855.890625
3,features.5.14,23,L2,9,28071.84765625
3,features.5.14,23,L2,10,16898.2265625
3,features.5.14,23,L2,11,54784.34765625
3,features.5.14,23,L2,12,48737.5
3,features.5.14,23,L2,13,17387.248046875
3,features.5.14,23,L2,14,24563.53515625
3,features.5.14,23,L2,15,38952.53125
3,features.5.14,23,L2,16,44280.23046875
3,features.5.14,23,L2,17,40891.34765625
3,features.5.14,23,L2,18,38848.4609375
3,features.5.14,23,L2,19,32391.486328125
3,features.5.14,23,L2,20,35584.42578125
3,features.5.14,23,L2,21,50172.234375
3,features.5.14,23,L2,22,38151.02734375
3,features.5.14,23,L2,23,41150.90625
3,features.5.14,23,L2,24,25842.03515625
3,features.5.14,23,L2,25,19930.705078125
3,features.5.14,23,L2,26,18882.56640625
3,features.5.14,23,L2,27,16796.046875
3,features.5.14,23,L2,28,37447.19140625
3,features.5.14,23,L2,29,16389.66015625
3,features.5.14,23,L2_normalized,0,0.4252723753452301
3,features.5.14,23,L2_normalized,1,0.4393063187599182
3,features.5.14,23,L2_normalized,2,0.6904219388961792
3,features.5.14,23,L2_normalized,3,0.5664758086204529
3,features.5.14,23,L2_normalized,4,0.4038582444190979
3,features.5.14,23,L2_normalized,5,0.4170314073562622
3,features.5.14,23,L2_normalized,6,0.3019579350948334
3,features.5.14,23,L2_normalized,7,0.2713162302970886
3,features.5.14,23,L2_normalized,8,0.3516305983066559
3,features.5.14,23,L2_normalized,9,0.3296692371368408
3,features.5.14,23,L2_normalized,10,0.17204228043556213
3,features.5.14,23,L2_normalized,11,0.5244299173355103
3,features.5.14,23,L2_normalized,12,0.5519502758979797
3,features.5.14,23,L2_normalized,13,0.20330725610256195
3,features.5.14,23,L2_normalized,14,0.31534260511398315
3,features.5.14,23,L2_normalized,15,0.333642840385437
3,features.5.14,23,L2_normalized,16,0.352791965007782
3,features.5.14,23,L2_normalized,17,0.3970390558242798
3,features.5.14,23,L2_normalized,18,0.43945053219795227
3,features.5.14,23,L2_normalized,19,0.3026978373527527
3,features.5.14,23,L2_normalized,20,0.36061790585517883
3,features.5.14,23,L2_normalized,21,0.46406257152557373
3,features.5.14,23,L2_normalized,22,0.3211315870285034
3,features.5.14,23,L2_normalized,23,0.3936644494533539
3,features.5.14,23,L2_normalized,24,0.4358893930912018
3,features.5.14,23,L2_normalized,25,0.2891155183315277
3,features.5.14,23,L2_normalized,26,0.2465827912092209
3,features.5.14,23,L2_normalized,27,0.2929772734642029
3,features.5.14,23,L2_normalized,28,0.38097891211509705
3,features.5.14,23,L2_normalized,29,0.22467851638793945
3,features.5.14,23,cosine,0,0.7874176502227783
3,features.5.14,23,cosine,1,0.7803469300270081
3,features.5.14,23,cosine,2,0.6548953056335449
3,features.5.14,23,cosine,3,0.7167876958847046
3,features.5.14,23,cosine,4,0.7982418537139893
3,features.5.14,23,cosine,5,0.7915362119674683
3,features.5.14,23,cosine,6,0.8496430516242981
3,features.5.14,23,cosine,7,0.8644754886627197
3,features.5.14,23,cosine,8,0.8253598213195801
3,features.5.14,23,cosine,9,0.8351765871047974
3,features.5.14,23,cosine,10,0.9139868021011353
3,features.5.14,23,cosine,11,0.7377885580062866
3,features.5.14,23,cosine,12,0.7240759134292603
3,features.5.14,23,cosine,13,0.8983714580535889
3,features.5.14,23,cosine,14,0.8423418998718262
3,features.5.14,23,cosine,15,0.8332955837249756
3,features.5.14,23,cosine,16,0.8236700296401978
3,features.5.14,23,cosine,17,0.8023878931999207
3,features.5.14,23,cosine,18,0.7803432941436768
3,features.5.14,23,cosine,19,0.8489264249801636
3,features.5.14,23,cosine,20,0.819871723651886
3,features.5.14,23,cosine,21,0.7687801718711853
3,features.5.14,23,cosine,22,0.8394984602928162
3,features.5.14,23,cosine,23,0.8032787442207336
3,features.5.14,23,cosine,24,0.7826616168022156
3,features.5.14,23,cosine,25,0.8554422855377197
3,features.5.14,23,cosine,26,0.8768327236175537
3,features.5.14,23,cosine,27,0.853545606136322
3,features.5.14,23,cosine,28,0.8095170259475708
3,features.5.14,23,cosine,29,0.8876794576644897
3,features.5.15,24,L2,0,55042.78125
3,features.5.15,24,L2,1,42541.1328125
3,features.5.15,24,L2,2,74245.7890625
3,features.5.15,24,L2,3,60807.9140625
3,features.5.15,24,L2,4,38096.71875
3,features.5.15,24,L2,5,45509.2265625
3,features.5.15,24,L2,6,29021.837890625
3,features.5.15,24,L2,7,26031.318359375
3,features.5.15,24,L2,8,35768.55859375
3,features.5.15,24,L2,9,27767.251953125
3,features.5.15,24,L2,10,17159.064453125
3,features.5.15,24,L2,11,54636.5859375
3,features.5.15,24,L2,12,50408.4921875
3,features.5.15,24,L2,13,17603.130859375
3,features.5.15,24,L2,14,23863.634765625
3,features.5.15,24,L2,15,38997.48828125
3,features.5.15,24,L2,16,44095.30859375
3,features.5.15,24,L2,17,40488.4140625
3,features.5.15,24,L2,18,38667.15625
3,features.5.15,24,L2,19,32982.67578125
3,features.5.15,24,L2,20,35127.38671875
3,features.5.15,24,L2,21,51403.59765625
3,features.5.15,24,L2,22,37811.5859375
3,features.5.15,24,L2,23,40415.9609375
3,features.5.15,24,L2,24,24162.8984375
3,features.5.15,24,L2,25,19991.283203125
3,features.5.15,24,L2,26,18710.341796875
3,features.5.15,24,L2,27,16759.62109375
3,features.5.15,24,L2,28,37151.19921875
3,features.5.15,24,L2,29,16746.716796875
3,features.5.15,24,L2_normalized,0,0.42838412523269653
3,features.5.15,24,L2_normalized,1,0.4336770474910736
3,features.5.15,24,L2_normalized,2,0.6829932332038879
3,features.5.15,24,L2_normalized,3,0.5747392773628235
3,features.5.15,24,L2_normalized,4,0.39276236295700073
3,features.5.15,24,L2_normalized,5,0.4164227545261383
3,features.5.15,24,L2_normalized,6,0.2965260148048401
3,features.5.15,24,L2_normalized,7,0.2670234739780426
3,features.5.15,24,L2_normalized,8,0.35143348574638367
3,features.5.15,24,L2_normalized,9,0.3335280120372772
3,features.5.15,24,L2_normalized,10,0.1730186939239502
3,features.5.15,24,L2_normalized,11,0.5270799398422241
3,features.5.15,24,L2_normalized,12,0.5691344738006592
3,features.5.15,24,L2_normalized,13,0.20381776988506317
3,features.5.15,24,L2_normalized,14,0.3045717477798462
3,features.5.15,24,L2_normalized,15,0.33657798171043396
3,features.5.15,24,L2_normalized,16,0.3600563406944275
3,features.5.15,24,L2_normalized,17,0.39228105545043945
3,features.5.15,24,L2_normalized,18,0.4351162016391754
3,features.5.15,24,L2_normalized,19,0.2987048029899597
3,features.5.15,24,L2_normalized,20,0.35437536239624023
3,features.5.15,24,L2_normalized,21,0.46511098742485046
3,features.5.15,24,L2_normalized,22,0.31989309191703796
3,features.5.15,24,L2_normalized,23,0.3898274302482605
3,features.5.15,24,L2_normalized,24,0.4170468747615814
3,features.5.15,24,L2_normalized,25,0.2866206467151642
3,features.5.15,24,L2_normalized,26,0.24247543513774872
3,features.5.15,24,L2_normalized,27,0.2955561876296997
3,features.5.15,24,L2_normalized,28,0.3767365515232086
3,features.5.15,24,L2_normalized,29,0.22565394639968872
3,features.5.15,24,cosine,0,0.7858744859695435
3,features.5.15,24,cosine,1,0.7831658720970154
3,features.5.15,24,cosine,2,0.6585440039634705
3,features.5.15,24,cosine,3,0.7126319408416748
3,features.5.15,24,cosine,4,0.8037816882133484
3,features.5.15,24,cosine,5,0.791808545589447
3,features.5.15,24,cosine,6,0.8523550033569336
3,features.5.15,24,cosine,7,0.8665780425071716
3,features.5.15,24,cosine,8,0.8251988887786865
3,features.5.15,24,cosine,9,0.8332635760307312
3,features.5.15,24,cosine,10,0.9135061502456665
3,features.5.15,24,cosine,11,0.7364609837532043
3,features.5.15,24,cosine,12,0.7155012488365173
3,features.5.15,24,cosine,13,0.8981250524520874
3,features.5.15,24,cosine,14,0.8477140069007874
3,features.5.15,24,cosine,15,0.8317762613296509
3,features.5.15,24,cosine,16,0.8200128078460693
3,features.5.15,24,cosine,17,0.8046390414237976
3,features.5.15,24,cosine,18,0.7824701070785522
3,features.5.15,24,cosine,19,0.8508878946304321
3,features.5.15,24,cosine,20,0.8229691982269287
3,features.5.15,24,cosine,21,0.7680684328079224
3,features.5.15,24,cosine,22,0.8401308059692383
3,features.5.15,24,cosine,23,0.8052332401275635
3,features.5.15,24,cosine,24,0.7919723987579346
3,features.5.15,24,cosine,25,0.8566917777061462
3,features.5.15,24,cosine,26,0.8789045810699463
3,features.5.15,24,cosine,27,0.8522404432296753
3,features.5.15,24,cosine,28,0.8116334676742554
3,features.5.15,24,cosine,29,0.8871853351593018
3,features.5.16,25,L2,0,57554.35546875
3,features.5.16,25,L2,1,42876.6796875
3,features.5.16,25,L2,2,76952.8046875
3,features.5.16,25,L2,3,62555.53125
3,features.5.16,25,L2,4,38145.421875
3,features.5.16,25,L2,5,46004.640625
3,features.5.16,25,L2,6,28546.044921875
3,features.5.16,25,L2,7,25283.78515625
3,features.5.16,25,L2,8,35604.8203125
3,features.5.16,25,L2,9,27982.49609375
3,features.5.16,25,L2,10,17184.642578125
3,features.5.16,25,L2,11,55226.328125
3,features.5.16,25,L2,12,51386.640625
3,features.5.16,25,L2,13,17700.244140625
3,features.5.16,25,L2,14,23207.841796875
3,features.5.16,25,L2,15,39106.14453125
3,features.5.16,25,L2,16,45368.1484375
3,features.5.16,25,L2,17,39648.87109375
3,features.5.16,25,L2,18,38885.359375
3,features.5.16,25,L2,19,32645.734375
3,features.5.16,25,L2,20,35021.7734375
3,features.5.16,25,L2,21,50823.68359375
3,features.5.16,25,L2,22,37542.90625
3,features.5.16,25,L2,23,40056.453125
3,features.5.16,25,L2,24,24750.548828125
3,features.5.16,25,L2,25,19902.658203125
3,features.5.16,25,L2,26,18539.47265625
3,features.5.16,25,L2,27,17113.94921875
3,features.5.16,25,L2,28,37312.609375
3,features.5.16,25,L2,29,16855.666015625
3,features.5.16,25,L2_normalized,0,0.4387730062007904
3,features.5.16,25,L2_normalized,1,0.43627020716667175
3,features.5.16,25,L2_normalized,2,0.6983422040939331
3,features.5.16,25,L2_normalized,3,0.5831298232078552
3,features.5.16,25,L2_normalized,4,0.39248713850975037
3,features.5.16,25,L2_normalized,5,0.4183884263038635
3,features.5.16,25,L2_normalized,6,0.3006725609302521
3,features.5.16,25,L2_normalized,7,0.26446881890296936
3,features.5.16,25,L2_normalized,8,0.3572821319103241
3,features.5.16,25,L2_normalized,9,0.3363213837146759
3,features.5.16,25,L2_normalized,10,0.17254860699176788
3,features.5.16,25,L2_normalized,11,0.5277183055877686
3,features.5.16,25,L2_normalized,12,0.5706545114517212
3,features.5.16,25,L2_normalized,13,0.20780350267887115
3,features.5.16,25,L2_normalized,14,0.3003996014595032
3,features.5.16,25,L2_normalized,15,0.33766981959342957
3,features.5.16,25,L2_normalized,16,0.3692542314529419
3,features.5.16,25,L2_normalized,17,0.3910568654537201
3,features.5.16,25,L2_normalized,18,0.4442676901817322
3,features.5.16,25,L2_normalized,19,0.2997042238712311
3,features.5.16,25,L2_normalized,20,0.3571809232234955
3,features.5.16,25,L2_normalized,21,0.4709962010383606
3,features.5.16,25,L2_normalized,22,0.3190682530403137
3,features.5.16,25,L2_normalized,23,0.3904278576374054
3,features.5.16,25,L2_normalized,24,0.4149071276187897
3,features.5.16,25,L2_normalized,25,0.279001384973526
3,features.5.16,25,L2_normalized,26,0.23627977073192596
3,features.5.16,25,L2_normalized,27,0.2950708270072937
3,features.5.16,25,L2_normalized,28,0.3750326931476593
3,features.5.16,25,L2_normalized,29,0.22521401941776276
3,features.5.16,25,cosine,0,0.7806922793388367
3,features.5.16,25,cosine,1,0.7818681001663208
3,features.5.16,25,cosine,2,0.6508767008781433
3,features.5.16,25,cosine,3,0.7084367275238037
3,features.5.16,25,cosine,4,0.8039195537567139
3,features.5.16,25,cosine,5,0.7908563613891602
3,features.5.16,25,cosine,6,0.850490152835846
3,features.5.16,25,cosine,7,0.8678762912750244
3,features.5.16,25,cosine,8,0.8223750591278076
3,features.5.16,25,cosine,9,0.8318776488304138
3,features.5.16,25,cosine,10,0.9137414693832397
3,features.5.16,25,cosine,11,0.7361416816711426
3,features.5.16,25,cosine,12,0.7147643566131592
3,features.5.16,25,cosine,13,0.8961334228515625
3,features.5.16,25,cosine,14,0.84980309009552
3,features.5.16,25,cosine,15,0.8312631845474243
3,features.5.16,25,cosine,16,0.8153812885284424
3,features.5.16,25,cosine,17,0.805223286151886
3,features.5.16,25,cosine,18,0.777927041053772
3,features.5.16,25,cosine,19,0.8504315614700317
3,features.5.16,25,cosine,20,0.8216245174407959
3,features.5.16,25,cosine,21,0.7651824355125427
3,features.5.16,25,cosine,22,0.8405206203460693
3,features.5.16,25,cosine,23,0.8049309849739075
3,features.5.16,25,cosine,24,0.7929174304008484
3,features.5.16,25,cosine,25,0.860499382019043
3,features.5.16,25,cosine,26,0.8820019364356995
3,features.5.16,25,cosine,27,0.8524677753448486
3,features.5.16,25,cosine,28,0.812489926815033
3,features.5.16,25,cosine,29,0.8874037265777588
3,features.5.17,26,L2,0,57851.59765625
3,features.5.17,26,L2,1,43036.703125
3,features.5.17,26,L2,2,76751.3515625
3,features.5.17,26,L2,3,64969.33984375
3,features.5.17,26,L2,4,38257.29296875
3,features.5.17,26,L2,5,46811.37109375
3,features.5.17,26,L2,6,28752.947265625
3,features.5.17,26,L2,7,25392.3515625
3,features.5.17,26,L2,8,35291.0
3,features.5.17,26,L2,9,28184.6796875
3,features.5.17,26,L2,10,17533.5234375
3,features.5.17,26,L2,11,55149.625
3,features.5.17,26,L2,12,52040.7109375
3,features.5.17,26,L2,13,18117.955078125
3,features.5.17,26,L2,14,22559.865234375
3,features.5.17,26,L2,15,38951.0546875
3,features.5.17,26,L2,16,45112.60546875
3,features.5.17,26,L2,17,39197.46875
3,features.5.17,26,L2,18,38594.5
3,features.5.17,26,L2,19,32644.962890625
3,features.5.17,26,L2,20,34973.46875
3,features.5.17,26,L2,21,50974.1484375
3,features.5.17,26,L2,22,37060.31640625
3,features.5.17,26,L2,23,39486.9765625
3,features.5.17,26,L2,24,23269.892578125
3,features.5.17,26,L2,25,19590.8203125
3,features.5.17,26,L2,26,18861.5625
3,features.5.17,26,L2,27,17315.345703125
3,features.5.17,26,L2,28,37226.6328125
3,features.5.17,26,L2,29,17321.31640625
3,features.5.17,26,L2_normalized,0,0.4429445266723633
3,features.5.17,26,L2_normalized,1,0.4301896393299103
3,features.5.17,26,L2_normalized,2,0.7056824564933777
3,features.5.17,26,L2_normalized,3,0.604915976524353
3,features.5.17,26,L2_normalized,4,0.3896472156047821
3,features.5.17,26,L2_normalized,5,0.42470329999923706
3,features.5.17,26,L2_normalized,6,0.2986382246017456
3,features.5.17,26,L2_normalized,7,0.2643923759460449
3,features.5.17,26,L2_normalized,8,0.3601974546909332
3,features.5.17,26,L2_normalized,9,0.3429535925388336
3,features.5.17,26,L2_normalized,10,0.17137855291366577
3,features.5.17,26,L2_normalized,11,0.5309143662452698
3,features.5.17,26,L2_normalized,12,0.584225594997406
3,features.5.17,26,L2_normalized,13,0.21081183850765228
3,features.5.17,26,L2_normalized,14,0.2911182940006256
3,features.5.17,26,L2_normalized,15,0.34375137090682983
3,features.5.17,26,L2_normalized,16,0.3760916292667389
3,features.5.17,26,L2_normalized,17,0.3884478509426117
3,features.5.17,26,L2_normalized,18,0.44382014870643616
3,features.5.17,26,L2_normalized,19,0.2930663526058197
3,features.5.17,26,L2_normalized,20,0.36103346943855286
3,features.5.17,26,L2_normalized,21,0.4748193621635437
3,features.5.17,26,L2_normalized,22,0.3152526617050171
3,features.5.17,26,L2_normalized,23,0.38701677322387695
3,features.5.17,26,L2_normalized,24,0.4003402590751648
3,features.5.17,26,L2_normalized,25,0.27187561988830566
3,features.5.17,26,L2_normalized,26,0.2425333708524704
3,features.5.17,26,L2_normalized,27,0.2881602644920349
3,features.5.17,26,L2_normalized,28,0.3743356466293335
3,features.5.17,26,L2_normalized,29,0.22337500751018524
3,features.5.17,26,cosine,0,0.7786755561828613
3,features.5.17,26,cosine,1,0.7849170565605164
3,features.5.17,26,cosine,2,0.6471707820892334
3,features.5.17,26,cosine,3,0.6975697875022888
3,features.5.17,26,cosine,4,0.8053156733512878
3,features.5.17,26,cosine,5,0.7877204418182373
3,features.5.17,26,cosine,6,0.8515527844429016
3,features.5.17,26,cosine,7,0.8679465055465698
3,features.5.17,26,cosine,8,0.8208761811256409
3,features.5.17,26,cosine,9,0.8286399841308594
3,features.5.17,26,cosine,10,0.9143299460411072
3,features.5.17,26,cosine,11,0.7345439195632935
3,features.5.17,26,cosine,12,0.7079644799232483
3,features.5.17,26,cosine,13,0.8946178555488586
3,features.5.17,26,cosine,14,0.8544410467147827
3,features.5.17,26,cosine,15,0.8281895518302917
3,features.5.17,26,cosine,16,0.8119570016860962
3,features.5.17,26,cosine,17,0.8065071702003479
3,features.5.17,26,cosine,18,0.7781471014022827
3,features.5.17,26,cosine,19,0.853685736656189
3,features.5.17,26,cosine,20,0.8196640014648438
3,features.5.17,26,cosine,21,0.7632302045822144
3,features.5.17,26,cosine,22,0.8424259424209595
3,features.5.17,26,cosine,23,0.806641697883606
3,features.5.17,26,cosine,24,0.8001789450645447
3,features.5.17,26,cosine,25,0.8640722036361694
3,features.5.17,26,cosine,26,0.8788970708847046
3,features.5.17,26,cosine,27,0.8559244871139526
3,features.5.17,26,cosine,28,0.8128343820571899
3,features.5.17,26,cosine,29,0.8883695006370544
3,features.5.18,27,L2,0,58299.75
3,features.5.18,27,L2,1,43378.1953125
3,features.5.18,27,L2,2,76655.5546875
3,features.5.18,27,L2,3,65232.078125
3,features.5.18,27,L2,4,38194.59375
3,features.5.18,27,L2,5,47553.7578125
3,features.5.18,27,L2,6,27918.296875
3,features.5.18,27,L2,7,24568.658203125
